Sprint_ID,Project_ID,Sprint_Number,Planned_Story_Points,Completed_Story_Points,Completion_Rate_Pct,Velocity,Bugs_Raised,Bugs_Resolved,Open_Defects_Accumulated
SPT-0346,PRJ-1123,Sprint 3,42,40,95.2,39.5,3,2,1
SPT-0347,PRJ-1124,Sprint 3,41,43,104.9,41.1,1,1,0
SPT-0348,PRJ-1125,Sprint 3,49,47,95.9,50.8,2,2,0
SPT-0349,PRJ-1126,Sprint 3,45,46,102.2,37.5,1,0,1
SPT-0350,PRJ-1127,Sprint 3,58,58,100.0,54.5,1,1,0
SPT-0351,PRJ-1128,Sprint 3,61,61,100.0,31.6,4,3,1
SPT-0352,PRJ-1129,Sprint 3,63,52,82.5,10.0,6,2,4
SPT-0353,PRJ-1130,Sprint 3,37,35,94.6,41.7,1,1,0
SPT-0354,PRJ-1131,Sprint 3,59,45,76.3,10.0,8,6,2
SPT-0355,PRJ-1132,Sprint 3,55,51,92.7,39.3,2,2,0
SPT-0356,PRJ-1133,Sprint 3,48,38,79.2,13.9,5,1,4
SPT-0357,PRJ-1134,Sprint 3,61,62,101.6,45.9,1,1,0
SPT-0358,PRJ-1135,Sprint 3,57,57,100.0,41.6,1,1,0
SPT-0359,PRJ-1136,Sprint 3,36,33,91.7,36.4,3,3,0
SPT-0360,PRJ-1138,Sprint 3,42,42,100.0,49.2,2,2,0
SPT-0361,PRJ-1139,Sprint 3,55,56,101.8,43.2,2,2,0
SPT-0362,PRJ-1140,Sprint 3,47,43,91.5,39.9,1,1,0
SPT-0363,PRJ-1141,Sprint 3,53,43,81.1,18.9,9,7,2
SPT-0364,PRJ-1142,Sprint 3,46,42,91.3,45.8,3,2,1
SPT-0365,PRJ-1143,Sprint 3,44,48,109.1,43.9,2,2,0
SPT-0366,PRJ-1144,Sprint 3,61,51,83.6,12.2,7,5,2
SPT-0367,PRJ-1145,Sprint 3,52,50,96.2,36.0,2,1,1
SPT-0368,PRJ-1146,Sprint 3,62,48,77.4,18.0,6,2,4
SPT-0369,PRJ-1147,Sprint 3,39,39,100.0,49.1,3,3,0
SPT-0370,PRJ-1148,Sprint 3,65,53,81.5,10.0,4,1,3
SPT-0371,PRJ-1149,Sprint 3,62,59,95.2,35.5,1,1,0
SPT-0372,PRJ-1150,Sprint 3,54,55,101.9,34.8,1,0,1
SPT-0373,PRJ-1002,Sprint 4,58,61,105.2,44.9,2,2,0
SPT-0374,PRJ-1004,Sprint 4,63,47,74.6,14.4,5,3,2
SPT-0375,PRJ-1006,Sprint 4,40,27,67.5,10.0,8,5,3
SPT-0376,PRJ-1007,Sprint 4,41,39,95.1,41.1,1,1,0
SPT-0377,PRJ-1008,Sprint 4,53,41,77.4,17.7,8,5,3
SPT-0378,PRJ-1009,Sprint 4,55,57,103.6,39.0,1,1,0
SPT-0379,PRJ-1010,Sprint 4,37,36,97.3,47.7,1,1,0
SPT-0380,PRJ-1011,Sprint 4,50,50,100.0,46.5,3,3,0
SPT-0381,PRJ-1012,Sprint 4,42,38,90.5,43.5,3,3,0
SPT-0382,PRJ-1013,Sprint 4,45,46,102.2,53.0,2,2,0
SPT-0383,PRJ-1014,Sprint 4,56,42,75.0,18.6,9,5,4
SPT-0384,PRJ-1015,Sprint 4,39,39,100.0,47.4,3,2,1
SPT-0385,PRJ-1016,Sprint 4,45,43,95.6,36.8,2,1,1
SPT-0386,PRJ-1017,Sprint 4,46,43,93.5,36.8,3,2,1
SPT-0387,PRJ-1019,Sprint 4,46,45,97.8,37.3,4,4,0
SPT-0388,PRJ-1020,Sprint 4,54,50,92.6,42.3,3,3,0
SPT-0389,PRJ-1021,Sprint 4,41,27,65.9,13.0,9,5,4
SPT-0390,PRJ-1024,Sprint 4,37,33,89.2,35.1,1,1,0
SPT-0391,PRJ-1026,Sprint 4,53,54,101.9,38.0,2,2,0
SPT-0392,PRJ-1027,Sprint 4,52,36,69.2,17.8,7,3,4
SPT-0393,PRJ-1029,Sprint 4,59,58,98.3,39.9,2,2,0
SPT-0394,PRJ-1030,Sprint 4,63,47,74.6,14.8,9,6,3
SPT-0395,PRJ-1031,Sprint 4,39,40,102.6,34.8,3,3,0
SPT-0396,PRJ-1032,Sprint 4,47,47,100.0,50.3,1,1,0
SPT-0397,PRJ-1033,Sprint 4,60,44,73.3,17.8,9,7,2
SPT-0398,PRJ-1034,Sprint 4,59,43,72.9,17.5,5,2,3
SPT-0399,PRJ-1035,Sprint 4,40,27,67.5,18.8,8,4,4
SPT-0400,PRJ-1036,Sprint 4,56,60,107.1,56.4,1,1,0
SPT-0401,PRJ-1038,Sprint 4,50,50,100.0,40.2,1,1,0
SPT-0402,PRJ-1039,Sprint 4,42,30,71.4,12.0,6,3,3
SPT-0403,PRJ-1040,Sprint 4,42,37,88.1,36.8,2,1,1
SPT-0404,PRJ-1041,Sprint 4,64,66,103.1,46.8,1,1,0
SPT-0405,PRJ-1043,Sprint 4,45,41,91.1,36.9,3,2,1
SPT-0406,PRJ-1044,Sprint 4,53,40,75.5,12.7,7,3,4
SPT-0407,PRJ-1045,Sprint 4,47,33,70.2,12.6,8,4,4
SPT-0408,PRJ-1047,Sprint 4,63,67,106.3,39.1,1,1,0
SPT-0409,PRJ-1048,Sprint 4,47,46,97.9,46.3,3,3,0
SPT-0410,PRJ-1050,Sprint 4,61,61,100.0,49.4,4,3,1
SPT-0411,PRJ-1051,Sprint 4,35,32,91.4,35.1,4,4,0
SPT-0412,PRJ-1052,Sprint 4,51,37,72.5,10.0,5,3,2
SPT-0413,PRJ-1053,Sprint 4,40,39,97.5,44.9,2,2,0
SPT-0414,PRJ-1054,Sprint 4,61,49,80.3,18.8,9,7,2
SPT-0415,PRJ-1055,Sprint 4,48,48,100.0,34.9,1,0,1
SPT-0416,PRJ-1056,Sprint 4,50,48,96.0,43.9,2,1,1
SPT-0417,PRJ-1057,Sprint 4,36,33,91.7,46.7,2,2,0
SPT-0418,PRJ-1059,Sprint 4,36,20,55.6,17.8,5,3,2
SPT-0419,PRJ-1060,Sprint 4,40,39,97.5,40.7,2,1,1
SPT-0420,PRJ-1062,Sprint 4,53,48,90.6,32.5,3,3,0
SPT-0421,PRJ-1063,Sprint 4,54,56,103.7,45.3,4,4,0
SPT-0422,PRJ-1064,Sprint 4,48,45,93.8,41.5,2,1,1
SPT-0423,PRJ-1065,Sprint 4,56,56,100.0,45.2,4,4,0
SPT-0424,PRJ-1066,Sprint 4,47,44,93.6,40.9,1,1,0
SPT-0425,PRJ-1067,Sprint 4,62,46,74.2,18.6,9,6,3
SPT-0426,PRJ-1068,Sprint 4,61,60,98.4,47.0,3,3,0
SPT-0427,PRJ-1071,Sprint 4,50,34,68.0,15.6,8,6,2
SPT-0428,PRJ-1072,Sprint 4,63,67,106.3,35.0,3,3,0
SPT-0429,PRJ-1073,Sprint 4,38,26,68.4,19.2,7,3,4
SPT-0430,PRJ-1074,Sprint 4,39,34,87.2,36.4,4,3,1
SPT-0431,PRJ-1076,Sprint 4,36,39,108.3,47.2,3,3,0
SPT-0432,PRJ-1077,Sprint 4,65,50,76.9,16.8,7,4,3
SPT-0433,PRJ-1079,Sprint 4,53,49,92.5,33.1,4,4,0
SPT-0434,PRJ-1080,Sprint 4,59,46,78.0,15.9,4,1,3
SPT-0435,PRJ-1081,Sprint 4,54,55,101.9,44.7,3,3,0
SPT-0436,PRJ-1083,Sprint 4,58,46,79.3,18.1,8,4,4
SPT-0437,PRJ-1084,Sprint 4,38,22,57.9,17.4,4,1,3
SPT-0438,PRJ-1085,Sprint 4,55,53,96.4,39.0,3,2,1
SPT-0439,PRJ-1088,Sprint 4,39,40,102.6,42.4,3,2,1
SPT-0440,PRJ-1089,Sprint 4,48,50,104.2,41.4,2,2,0
SPT-0441,PRJ-1090,Sprint 4,56,41,73.2,10.8,5,2,3
SPT-0442,PRJ-1091,Sprint 4,52,36,69.2,16.5,7,5,2
SPT-0443,PRJ-1092,Sprint 4,46,48,104.3,43.8,3,2,1
SPT-0444,PRJ-1093,Sprint 4,59,60,101.7,36.7,2,2,0
SPT-0445,PRJ-1094,Sprint 4,49,36,73.5,16.9,4,2,2
SPT-0446,PRJ-1095,Sprint 4,51,52,102.0,30.3,3,3,0
SPT-0447,PRJ-1096,Sprint 4,65,53,81.5,17.8,4,2,2
SPT-0448,PRJ-1097,Sprint 4,50,34,68.0,10.9,7,5,2
SPT-0449,PRJ-1098,Sprint 4,37,36,97.3,42.9,2,1,1
SPT-0450,PRJ-1099,Sprint 4,36,21,58.3,17.5,7,3,4
SPT-0451,PRJ-1100,Sprint 4,55,57,103.6,52.9,2,2,0
SPT-0452,PRJ-1101,Sprint 4,54,42,77.8,10.0,5,1,4
SPT-0453,PRJ-1102,Sprint 4,50,35,70.0,10.0,4,2,2
SPT-0454,PRJ-1103,Sprint 4,62,65,104.8,44.4,3,3,0
SPT-0455,PRJ-1104,Sprint 4,36,34,94.4,36.6,2,2,0
SPT-0456,PRJ-1105,Sprint 4,55,50,90.9,37.7,2,2,0
SPT-0457,PRJ-1107,Sprint 4,59,60,101.7,37.0,3,2,1
SPT-0458,PRJ-1108,Sprint 4,41,25,61.0,13.9,4,1,3
SPT-0459,PRJ-1109,Sprint 4,57,45,78.9,14.4,4,1,3
SPT-0460,PRJ-1111,Sprint 4,44,28,63.6,10.0,8,5,3
SPT-0461,PRJ-1112,Sprint 4,46,50,108.7,36.1,2,2,0
SPT-0462,PRJ-1114,Sprint 4,65,52,80.0,12.5,7,4,3
SPT-0463,PRJ-1115,Sprint 4,53,41,77.4,13.0,6,4,2
SPT-0464,PRJ-1116,Sprint 4,48,50,104.2,50.8,1,1,0
SPT-0465,PRJ-1117,Sprint 4,51,50,98.0,35.1,3,3,0
SPT-0466,PRJ-1118,Sprint 4,65,51,78.5,10.0,8,4,4
SPT-0467,PRJ-1119,Sprint 4,43,28,65.1,10.0,7,3,4
SPT-0468,PRJ-1120,Sprint 4,50,48,96.0,46.2,3,2,1
SPT-0469,PRJ-1122,Sprint 4,63,58,92.1,36.3,4,4,0
SPT-0470,PRJ-1123,Sprint 4,47,45,95.7,39.8,2,1,1
SPT-0471,PRJ-1124,Sprint 4,46,41,89.1,38.8,3,3,0
SPT-0472,PRJ-1125,Sprint 4,47,47,100.0,49.6,1,1,0
SPT-0473,PRJ-1126,Sprint 4,46,44,95.7,41.7,3,3,0
SPT-0474,PRJ-1127,Sprint 4,56,55,98.2,53.6,2,2,0
SPT-0475,PRJ-1128,Sprint 4,42,40,95.2,32.7,3,3,0
SPT-0476,PRJ-1129,Sprint 4,61,48,78.7,10.0,8,5,3
SPT-0477,PRJ-1130,Sprint 4,39,43,110.3,37.4,1,1,0
SPT-0478,PRJ-1131,Sprint 4,37,22,59.5,10.0,8,6,2
SPT-0479,PRJ-1132,Sprint 4,59,54,91.5,37.8,4,3,1
SPT-0480,PRJ-1133,Sprint 4,50,34,68.0,12.7,6,3,3
SPT-0481,PRJ-1134,Sprint 4,40,39,97.5,50.3,4,4,0
SPT-0482,PRJ-1135,Sprint 4,39,37,94.9,45.2,3,3,0
SPT-0483,PRJ-1136,Sprint 4,50,45,90.0,38.2,3,2,1
SPT-0484,PRJ-1138,Sprint 4,59,58,98.3,52.2,2,2,0
SPT-0485,PRJ-1139,Sprint 4,57,59,103.5,43.2,2,2,0
SPT-0486,PRJ-1140,Sprint 4,35,30,85.7,38.9,2,1,1
SPT-0487,PRJ-1141,Sprint 4,45,31,68.9,17.7,8,5,3
SPT-0488,PRJ-1142,Sprint 4,40,39,97.5,45.0,2,1,1
SPT-0489,PRJ-1143,Sprint 4,54,54,100.0,42.9,2,2,0
SPT-0490,PRJ-1144,Sprint 4,48,35,72.9,11.0,7,3,4
SPT-0491,PRJ-1145,Sprint 4,59,59,100.0,32.9,3,2,1
SPT-0492,PRJ-1146,Sprint 4,40,24,60.0,16.8,5,1,4
SPT-0493,PRJ-1147,Sprint 4,56,55,98.2,48.3,1,1,0
SPT-0494,PRJ-1148,Sprint 4,60,47,78.3,10.0,8,5,3
SPT-0495,PRJ-1149,Sprint 4,62,63,101.6,40.3,2,2,0
SPT-0496,PRJ-1150,Sprint 4,58,55,94.8,34.6,4,4,0
SPT-0497,PRJ-1002,Sprint 5,50,49,98.0,46.4,3,3,0
SPT-0498,PRJ-1004,Sprint 5,58,41,70.7,13.2,7,4,3
SPT-0499,PRJ-1006,Sprint 5,43,24,55.8,10.0,8,6,2
SPT-0500,PRJ-1007,Sprint 5,47,45,95.7,38.5,3,3,0
SPT-0501,PRJ-1008,Sprint 5,41,24,58.5,16.5,7,3,4
SPT-0502,PRJ-1009,Sprint 5,38,39,102.6,39.2,3,3,0
SPT-0503,PRJ-1010,Sprint 5,46,46,100.0,43.4,3,2,1
SPT-0504,PRJ-1011,Sprint 5,38,38,100.0,48.4,2,2,0
SPT-0505,PRJ-1012,Sprint 5,44,44,100.0,42.7,3,2,1
SPT-0506,PRJ-1013,Sprint 5,49,47,95.9,54.5,2,2,0
SPT-0507,PRJ-1014,Sprint 5,49,33,67.3,17.4,5,1,4
SPT-0508,PRJ-1015,Sprint 5,60,60,100.0,51.5,4,3,1
SPT-0509,PRJ-1016,Sprint 5,37,33,89.2,36.5,2,1,1
SPT-0510,PRJ-1017,Sprint 5,45,44,97.8,35.6,3,2,1
SPT-0511,PRJ-1019,Sprint 5,49,49,100.0,37.2,4,3,1
SPT-0512,PRJ-1020,Sprint 5,62,57,91.9,41.0,2,2,0
SPT-0513,PRJ-1021,Sprint 5,65,50,76.9,11.8,5,3,2
SPT-0514,PRJ-1024,Sprint 5,47,43,91.5,35.8,1,1,0
SPT-0515,PRJ-1026,Sprint 5,50,45,90.0,37.8,1,0,1
SPT-0516,PRJ-1027,Sprint 5,37,22,59.5,16.6,6,2,4
SPT-0517,PRJ-1029,Sprint 5,39,37,94.9,42.6,3,3,0
SPT-0518,PRJ-1030,Sprint 5,47,30,63.8,13.6,5,3,2
SPT-0519,PRJ-1031,Sprint 5,58,58,100.0,35.3,2,2,0
SPT-0520,PRJ-1032,Sprint 5,39,36,92.3,49.2,1,1,0
SPT-0521,PRJ-1033,Sprint 5,62,45,72.6,16.6,7,4,3
SPT-0522,PRJ-1034,Sprint 5,62,43,69.4,16.3,6,2,4
SPT-0523,PRJ-1035,Sprint 5,49,33,67.3,17.6,9,5,4
SPT-0524,PRJ-1036,Sprint 5,40,42,105.0,55.0,3,3,0
SPT-0525,PRJ-1038,Sprint 5,58,59,101.7,38.5,3,2,1
SPT-0526,PRJ-1039,Sprint 5,42,27,64.3,10.8,7,4,3
SPT-0527,PRJ-1040,Sprint 5,46,47,102.2,36.3,3,3,0
SPT-0528,PRJ-1041,Sprint 5,35,32,91.4,43.7,3,2,1
SPT-0529,PRJ-1043,Sprint 5,35,37,105.7,33.5,4,3,1
SPT-0530,PRJ-1044,Sprint 5,48,31,64.6,11.5,8,6,2
SPT-0531,PRJ-1045,Sprint 5,60,45,75.0,11.4,8,5,3
SPT-0532,PRJ-1047,Sprint 5,41,42,102.4,38.7,3,3,0
SPT-0533,PRJ-1048,Sprint 5,42,41,97.6,48.0,3,3,0
SPT-0534,PRJ-1050,Sprint 5,47,48,102.1,44.6,2,1,1
SPT-0535,PRJ-1051,Sprint 5,55,53,96.4,37.6,3,2,1
SPT-0536,PRJ-1052,Sprint 5,52,35,67.3,10.0,7,5,2
SPT-0537,PRJ-1053,Sprint 5,62,60,96.8,42.6,1,1,0
SPT-0538,PRJ-1054,Sprint 5,38,20,52.6,17.6,8,5,3
SPT-0539,PRJ-1055,Sprint 5,43,45,104.7,30.9,2,1,1
SPT-0540,PRJ-1056,Sprint 5,36,31,86.1,45.5,2,2,0
SPT-0541,PRJ-1057,Sprint 5,39,41,105.1,43.4,1,1,0
SPT-0542,PRJ-1059,Sprint 5,35,17,48.6,16.6,5,2,3
SPT-0543,PRJ-1060,Sprint 5,48,47,97.9,39.9,4,3,1
SPT-0544,PRJ-1062,Sprint 5,60,55,91.7,36.3,3,3,0
SPT-0545,PRJ-1063,Sprint 5,65,62,95.4,48.7,1,0,1
SPT-0546,PRJ-1064,Sprint 5,37,39,105.4,45.9,2,2,0
SPT-0547,PRJ-1065,Sprint 5,43,44,102.3,49.6,1,1,0
SPT-0548,PRJ-1066,Sprint 5,57,55,96.5,41.2,4,3,1
SPT-0549,PRJ-1067,Sprint 5,36,20,55.6,17.4,7,3,4
SPT-0550,PRJ-1068,Sprint 5,59,57,96.6,49.8,3,3,0
SPT-0551,PRJ-1071,Sprint 5,41,23,56.1,14.4,7,3,4
SPT-0552,PRJ-1072,Sprint 5,65,65,100.0,33.3,2,2,0
SPT-0553,PRJ-1073,Sprint 5,58,43,74.1,18.0,9,5,4
SPT-0554,PRJ-1074,Sprint 5,51,47,92.2,38.0,3,2,1
SPT-0555,PRJ-1076,Sprint 5,41,41,100.0,49.4,1,1,0
SPT-0556,PRJ-1077,Sprint 5,41,26,63.4,15.6,5,1,4
SPT-0557,PRJ-1079,Sprint 5,48,48,100.0,36.4,1,1,0
SPT-0558,PRJ-1080,Sprint 5,53,38,71.7,14.7,7,5,2
SPT-0559,PRJ-1081,Sprint 5,35,30,85.7,46.9,4,4,0
SPT-0560,PRJ-1083,Sprint 5,37,21,56.8,16.9,5,2,3
SPT-0561,PRJ-1084,Sprint 5,37,18,48.6,16.2,6,2,4
SPT-0562,PRJ-1085,Sprint 5,36,31,86.1,41.0,3,3,0
SPT-0563,PRJ-1088,Sprint 5,60,56,93.3,38.7,2,1,1
SPT-0564,PRJ-1089,Sprint 5,52,56,107.7,42.1,3,3,0
SPT-0565,PRJ-1090,Sprint 5,60,42,70.0,10.0,9,7,2
SPT-0566,PRJ-1091,Sprint 5,35,17,48.6,15.3,6,2,4
SPT-0567,PRJ-1092,Sprint 5,39,38,97.4,44.5,1,0,1
SPT-0568,PRJ-1093,Sprint 5,52,51,98.1,35.6,4,4,0
SPT-0569,PRJ-1094,Sprint 5,52,35,67.3,15.7,6,2,4
SPT-0570,PRJ-1095,Sprint 5,49,48,98.0,32.5,2,2,0
SPT-0571,PRJ-1096,Sprint 5,49,32,65.3,16.6,6,2,4
SPT-0572,PRJ-1097,Sprint 5,46,28,60.9,10.0,4,1,3
SPT-0573,PRJ-1098,Sprint 5,51,52,102.0,46.1,2,2,0
SPT-0574,PRJ-1099,Sprint 5,46,27,58.7,16.3,5,2,3
SPT-0575,PRJ-1100,Sprint 5,58,56,96.6,54.1,3,3,0
SPT-0576,PRJ-1101,Sprint 5,61,43,70.5,10.0,5,1,4
SPT-0577,PRJ-1102,Sprint 5,56,38,67.9,10.0,8,6,2
SPT-0578,PRJ-1103,Sprint 5,54,54,100.0,45.0,2,2,0
SPT-0579,PRJ-1104,Sprint 5,45,41,91.1,34.7,1,1,0
SPT-0580,PRJ-1105,Sprint 5,65,62,95.4,32.9,2,2,0
SPT-0581,PRJ-1107,Sprint 5,50,48,96.0,38.0,1,1,0
SPT-0582,PRJ-1108,Sprint 5,61,43,70.5,12.7,9,6,3
SPT-0583,PRJ-1109,Sprint 5,51,32,62.7,13.2,9,5,4
SPT-0584,PRJ-1111,Sprint 5,43,28,65.1,10.0,6,4,2
SPT-0585,PRJ-1112,Sprint 5,54,57,105.6,35.1,1,1,0
SPT-0586,PRJ-1114,Sprint 5,64,48,75.0,11.3,9,6,3
SPT-0587,PRJ-1115,Sprint 5,64,49,76.6,11.8,7,3,4
SPT-0588,PRJ-1116,Sprint 5,36,36,100.0,51.7,3,3,0
SPT-0589,PRJ-1117,Sprint 5,63,64,101.6,35.2,3,3,0
SPT-0590,PRJ-1118,Sprint 5,43,24,55.8,10.0,4,1,3
SPT-0591,PRJ-1119,Sprint 5,37,20,54.1,10.0,4,2,2
SPT-0592,PRJ-1120,Sprint 5,65,61,93.8,45.3,1,1,0
SPT-0593,PRJ-1122,Sprint 5,41,39,95.1,38.2,2,2,0
SPT-0594,PRJ-1123,Sprint 5,52,53,101.9,41.3,1,0,1
SPT-0595,PRJ-1124,Sprint 5,57,58,101.8,41.9,1,1,0
SPT-0596,PRJ-1125,Sprint 5,52,53,101.9,49.9,3,3,0
SPT-0597,PRJ-1126,Sprint 5,54,56,103.7,39.3,3,2,1
SPT-0598,PRJ-1127,Sprint 5,45,49,108.9,52.0,2,2,0
SPT-0599,PRJ-1128,Sprint 5,55,56,101.8,34.7,3,3,0
SPT-0600,PRJ-1129,Sprint 5,41,23,56.1,10.0,8,4,4
SPT-0601,PRJ-1130,Sprint 5,43,43,100.0,39.0,2,2,0
SPT-0602,PRJ-1131,Sprint 5,47,32,68.1,10.0,9,7,2
SPT-0603,PRJ-1132,Sprint 5,44,39,88.6,34.1,2,1,1
SPT-0604,PRJ-1133,Sprint 5,42,26,61.9,11.5,6,4,2
SPT-0605,PRJ-1134,Sprint 5,59,58,98.3,46.0,2,2,0
SPT-0606,PRJ-1135,Sprint 5,46,45,97.8,42.5,1,1,0
SPT-0607,PRJ-1136,Sprint 5,63,61,96.8,37.9,2,1,1
SPT-0608,PRJ-1138,Sprint 5,37,39,105.4,50.1,2,2,0
SPT-0609,PRJ-1139,Sprint 5,41,44,107.3,45.2,1,1,0
SPT-0610,PRJ-1140,Sprint 5,60,62,103.3,40.4,2,1,1
SPT-0611,PRJ-1141,Sprint 5,57,38,66.7,16.5,4,1,3
SPT-0612,PRJ-1142,Sprint 5,55,54,98.2,42.7,1,0,1
SPT-0613,PRJ-1143,Sprint 5,36,40,111.1,43.7,2,2,0
SPT-0614,PRJ-1144,Sprint 5,61,43,70.5,10.0,7,5,2
SPT-0615,PRJ-1145,Sprint 5,62,60,96.8,31.5,1,0,1
SPT-0616,PRJ-1146,Sprint 5,51,36,70.6,15.6,6,2,4
SPT-0617,PRJ-1147,Sprint 5,53,52,98.1,47.2,2,2,0
SPT-0618,PRJ-1148,Sprint 5,42,26,61.9,10.0,4,1,3
SPT-0619,PRJ-1149,Sprint 5,58,59,101.7,36.8,4,4,0
SPT-0620,PRJ-1150,Sprint 5,44,45,102.3,35.5,2,2,0
SPT-0621,PRJ-1002,Sprint 6,50,52,104.0,44.0,3,3,0
SPT-0622,PRJ-1004,Sprint 6,47,28,59.6,12.0,4,1,3
SPT-0623,PRJ-1006,Sprint 6,51,31,60.8,10.0,9,7,2
SPT-0624,PRJ-1007,Sprint 6,59,58,98.3,40.5,2,2,0
SPT-0625,PRJ-1008,Sprint 6,50,30,60.0,15.3,9,5,4
SPT-0626,PRJ-1009,Sprint 6,41,43,104.9,42.5,3,3,0
SPT-0627,PRJ-1010,Sprint 6,51,49,96.1,44.9,2,2,0
SPT-0628,PRJ-1011,Sprint 6,48,48,100.0,46.5,1,1,0
SPT-0629,PRJ-1012,Sprint 6,48,48,100.0,40.0,3,3,0
SPT-0630,PRJ-1013,Sprint 6,54,57,105.6,55.2,1,1,0
SPT-0631,PRJ-1014,Sprint 6,40,21,52.5,16.2,8,5,3
SPT-0632,PRJ-1015,Sprint 6,54,51,94.4,51.9,4,4,0
SPT-0633,PRJ-1016,Sprint 6,42,40,95.2,39.6,3,3,0
SPT-0634,PRJ-1017,Sprint 6,62,58,93.5,35.5,1,1,0
SPT-0635,PRJ-1019,Sprint 6,54,51,94.4,38.3,3,3,0
SPT-0636,PRJ-1020,Sprint 6,60,56,93.3,39.8,3,2,1
SPT-0637,PRJ-1021,Sprint 6,45,27,60.0,10.6,9,5,4
SPT-0638,PRJ-1024,Sprint 6,41,39,95.1,33.9,3,2,1
SPT-0639,PRJ-1026,Sprint 6,39,34,87.2,36.2,4,4,0
SPT-0640,PRJ-1027,Sprint 6,36,17,47.2,15.4,5,1,4
SPT-0641,PRJ-1029,Sprint 6,54,54,100.0,40.2,1,1,0
SPT-0642,PRJ-1030,Sprint 6,65,48,73.8,12.4,4,1,3
SPT-0643,PRJ-1031,Sprint 6,56,56,100.0,36.5,3,3,0
SPT-0644,PRJ-1032,Sprint 6,56,56,100.0,47.0,1,1,0
SPT-0645,PRJ-1033,Sprint 6,63,43,68.3,15.4,5,2,3
SPT-0646,PRJ-1034,Sprint 6,51,34,66.7,15.1,6,3,3
SPT-0647,PRJ-1035,Sprint 6,62,41,66.1,16.4,8,6,2
SPT-0648,PRJ-1036,Sprint 6,40,39,97.5,57.5,3,3,0
SPT-0649,PRJ-1038,Sprint 6,52,47,90.4,41.1,1,1,0
SPT-0650,PRJ-1039,Sprint 6,44,25,56.8,10.0,7,4,3
SPT-0651,PRJ-1040,Sprint 6,58,55,94.8,38.6,1,0,1
SPT-0652,PRJ-1041,Sprint 6,46,45,97.8,45.8,2,1,1
SPT-0653,PRJ-1043,Sprint 6,55,54,98.2,39.1,4,4,0
SPT-0654,PRJ-1044,Sprint 6,65,46,70.8,10.3,5,3,2
SPT-0655,PRJ-1045,Sprint 6,45,25,55.6,10.2,9,7,2
SPT-0656,PRJ-1047,Sprint 6,37,40,108.1,39.1,2,2,0
SPT-0657,PRJ-1048,Sprint 6,56,58,103.6,47.7,3,3,0
SPT-0658,PRJ-1050,Sprint 6,48,46,95.8,49.9,2,1,1
SPT-0659,PRJ-1051,Sprint 6,64,64,100.0,34.9,4,4,0
SPT-0660,PRJ-1052,Sprint 6,39,18,46.2,10.0,8,4,4
SPT-0661,PRJ-1053,Sprint 6,60,59,98.3,43.4,1,1,0
SPT-0662,PRJ-1054,Sprint 6,57,36,63.2,16.4,5,2,3
SPT-0663,PRJ-1055,Sprint 6,64,61,95.3,31.2,2,1,1
SPT-0664,PRJ-1056,Sprint 6,52,48,92.3,48.8,2,1,1
SPT-0665,PRJ-1057,Sprint 6,39,34,87.2,48.7,3,2,1
SPT-0666,PRJ-1059,Sprint 6,44,24,54.5,15.4,9,5,4
SPT-0667,PRJ-1060,Sprint 6,64,63,98.4,37.7,2,2,0
SPT-0668,PRJ-1062,Sprint 6,40,35,87.5,34.8,3,3,0
SPT-0669,PRJ-1063,Sprint 6,42,37,88.1,48.1,3,3,0
SPT-0670,PRJ-1064,Sprint 6,50,47,94.0,41.6,4,3,1
SPT-0671,PRJ-1065,Sprint 6,47,49,104.3,44.8,4,4,0
SPT-0672,PRJ-1066,Sprint 6,42,37,88.1,45.3,4,4,0
SPT-0673,PRJ-1067,Sprint 6,65,45,69.2,16.2,5,1,4
SPT-0674,PRJ-1068,Sprint 6,56,55,98.2,46.8,1,1,0
SPT-0675,PRJ-1071,Sprint 6,64,44,68.8,13.2,8,5,3
SPT-0676,PRJ-1072,Sprint 6,57,57,100.0,36.9,2,2,0
SPT-0677,PRJ-1073,Sprint 6,48,28,58.3,16.8,4,1,3
SPT-0678,PRJ-1074,Sprint 6,58,59,101.7,37.9,3,2,1
SPT-0679,PRJ-1076,Sprint 6,58,60,103.4,47.8,3,3,0
SPT-0680,PRJ-1077,Sprint 6,55,38,69.1,14.4,8,6,2
SPT-0681,PRJ-1079,Sprint 6,49,51,104.1,34.7,1,1,0
SPT-0682,PRJ-1080,Sprint 6,47,30,63.8,13.5,8,5,3
SPT-0683,PRJ-1081,Sprint 6,51,46,90.2,47.3,2,1,1
SPT-0684,PRJ-1083,Sprint 6,63,44,69.8,15.7,6,3,3
SPT-0685,PRJ-1084,Sprint 6,40,20,50.0,15.0,6,2,4
SPT-0686,PRJ-1085,Sprint 6,64,59,92.2,41.8,2,1,1
SPT-0687,PRJ-1088,Sprint 6,49,45,91.8,42.0,1,1,0
SPT-0688,PRJ-1089,Sprint 6,65,68,104.6,39.0,3,3,0
SPT-0689,PRJ-1090,Sprint 6,48,29,60.4,10.0,7,5,2
SPT-0690,PRJ-1091,Sprint 6,40,20,50.0,14.1,8,4,4
SPT-0691,PRJ-1092,Sprint 6,63,61,96.8,41.8,4,4,0
SPT-0692,PRJ-1093,Sprint 6,57,54,94.7,32.9,1,1,0
